name	year	month	day	hour	lat	long	status	category	wind	pressure	tropicalstorm_force_diameter	hurricane_force_diameter
                Amy	1975	6	30	0	34.3	-71.6	tropical storm		50	998	-1998	-1998
                Amy	1975	6	30	60	35.6	-70.8	tropical storm		55	998	-1998	-1998
                Amy	1975	6	30	12	35.9	-70.5	tropical storm		60	987	-1998	-1998
                Amy	1975	6	30	18	36.2	-70.2	tropical storm		60	987	-1998	-1998
                Amy	1975	7	1	0	36.2	-69.8	tropical storm		60	984	-1998	-1998
                Amy	1975	7	1	60	36.2	-69.4	tropical storm		60	984	-1998	-1998
                Amy	1975	7	1	12	36.2	-68.3	tropical storm		60	984	-1998	-1998
                Amy	1975	7	1	18	36.7	-67.2	tropical storm		60	984	-1998	-1998
                Amy	1975	7	2	0	37.4	-66.7	tropical storm		60	984	-1998	-1998
                Amy	1975	7	2	60	37.3	-65.9	tropical storm		60	984	-1998	-1998
                Amy	1975	7	2	12	37.3	-65.1	tropical storm		60	981	-1998	-1998
                Amy	1975	7	2	18	37.3	-64.1	tropical storm		60	986	-1998	-1998
                Amy	1975	7	3	0	37.7	-62.8	tropical storm		55	986	-1998	-1998
                Amy	1975	7	3	60	38.2	-61.2	tropical storm		55	986	-1998	-1998
                Amy	1975	7	3	12	39.3	-59.6	tropical storm		55	986	-1998	-1998
                Amy	1975	7	3	18	40.5	-58	tropical storm		50	986	-1998	-1998
                Amy	1975	7	4	0	42.5	-54.8	tropical storm		50	986	-1998	-1998
                Amy	1975	7	4	60	44.5	-51.6	tropical storm		50	986	-1998	-1998
                Amy	1975	7	4	12	47	-48	extratropical		45	995	-1998	-1998
AL031975	1975	7	4	12	30	-73	tropical depression		25	-999	-1998	-1998
AL031975	1975	7	4	18	31.1	-71.9	tropical depression		25	-999	-1998	-1998
AL031975	1975	7	5	0	32.2	-70.8	tropical depression		25	-999	-1998	-1998
AL031975	1975	7	5	60	33.3	-69.6	tropical depression		25	-999	-1998	-1998
AL031975	1975	7	5	12	34.5	-68.5	tropical depression		20	-999	-1998	-1998
            Blanche	1975	7	24	0	26	-68.4	tropical depression		20	1014	-1998	-1998
            Blanche	1975	7	24	60	26	-69.5	tropical depression		20	1014	-1998	-1998
            Blanche	1975	7	24	12	26.1	-70.5	tropical depression		25	1014	-1998	-1998
            Blanche	1975	7	24	18	26.5	-71.5	tropical depression		30	1013	-1998	-1998
            Blanche	1975	7	25	0	27.2	-72.5	tropical depression		30	1012	-1998	-1998
            Blanche	1975	7	25	60	28	-73.6	tropical depression		30	1010	-1998	-1998
            Blanche	1975	7	25	12	28.9	-74.3	tropical depression		30	1007	-1998	-1998
            Blanche	1975	7	25	18	29.9	-74.9	tropical depression		30	1006	-1998	-1998
            Blanche	1975	7	26	0	31	-75	tropical depression		30	1005	-1998	-1998
            Blanche	1975	7	26	60	32.2	-74.6	tropical storm		35	1004	-1998	-1998
            Blanche	1975	7	26	12	33.4	-73.5	tropical storm		35	1003	-1998	-1998
            Blanche	1975	7	26	18	34.2	-72.2	tropical storm		50	998	-1998	-1998
            Blanche	1975	7	27	0	35	-71	tropical storm		60	992	-1998	-1998
            Blanche	1975	7	27	60	35.9	-70	hurricane	1	65	987	-1998	-1998
            Blanche	1975	7	27	12	36.9	-69	hurricane	1	70	984	-1998	-1998
            Blanche	1975	7	27	18	37.9	-68	hurricane	1	75	981	-1998	-1998
            Blanche	1975	7	28	0	39.3	-67.2	hurricane	1	75	980	-1998	-1998
            Blanche	1975	7	28	60	41.2	-66.4	hurricane	1	70	980	-1998	-1998
            Blanche	1975	7	28	12	44	-65.2	extratropical		60	988	-1998	-1998
            Blanche	1975	7	28	18	47.2	-62.4	extratropical		60	992	-1998	-1998
AL051975	1975	7	25	60	21	-92.5	tropical depression		20	-999	-1998	-1998
AL051975	1975	7	25	12	21	-93	tropical depression		25	-999	-1998	-1998
AL051975	1975	7	25	18	21.1	-93.5	tropical depression		25	-999	-1998	-1998
AL051975	1975	7	26	0	21.2	-93.5	tropical depression		25	-999	-1998	-1998
AL051975	1975	7	26	60	21.3	-95.5	tropical depression		25	-999	-1998	-1998
AL051975	1975	7	26	12	21.5	-97	tropical depression		25	-999	-1998	-1998
AL051975	1975	7	26	18	21.7	-98.5	tropical depression		-99	-999	-1998	-1998
AL061975	1975	7	28	12	29	-86	tropical depression		20	-999	-1998	-1998
AL061975	1975	7	28	18	29.1	-86.8	tropical depression		25	-999	-1998	-1998
AL061975	1975	7	29	0	29.2	-87.5	tropical depression		30	-999	-1998	-1998
AL061975	1975	7	29	60	29.3	-88.3	tropical depression		30	-999	-1998	-1998
AL061975	1975	7	29	12	29.5	-89	tropical depression		30	-999	-1998	-1998
AL061975	1975	7	29	18	29.8	-89.5	tropical depression		25	-999	-1998	-1998
AL061975	1975	7	30	0	30.2	-90	tropical depression		25	-999	-1998	-1998
AL061975	1975	7	30	60	30.6	-90.5	tropical depression		25	-999	-1998	-1998
AL061975	1975	7	30	12	31	-91	tropical depression		-99	-999	-1998	-1998
           Caroline	1975	8	24	12	22.4	-69.8	tropical depression		25	1011	-1998	-1998
           Caroline	1975	8	24	18	21.9	-71.1	tropical depression		25	1011	-1998	-1998
           Caroline	1975	8	25	0	21.6	-72.5	tropical depression		25	1010	-1998	-1998
           Caroline	1975	8	25	60	21.2	-73.8	tropical depression		25	1010	-1998	-1998
           Caroline	1975	8	25	12	20.9	-75.1	tropical depression		25	1011	-1998	-1998
           Caroline	1975	8	25	18	20.6	-76.4	tropical depression		25	1011	-1998	-1998
           Caroline	1975	8	26	0	20.4	-77.7	tropical depression		25	1011	-1998	-1998
           Caroline	1975	8	26	60	20.3	-79	tropical depression		25	1011	-1998	-1998
           Caroline	1975	8	26	12	20.2	-80.3	tropical depression		25	1012	-1998	-1998
           Caroline	1975	8	26	18	20.2	-81.6	tropical depression		25	1012	-1998	-1998
           Caroline	1975	8	27	0	20.4	-82.8	tropical depression		25	1013	-1998	-1998
           Caroline	1975	8	27	60	20.8	-84	tropical depression		25	1013	-1998	-1998
           Caroline	1975	8	27	12	21.1	-85.1	tropical depression		25	1014	-1998	-1998
           Caroline	1975	8	27	18	21.5	-86.3	tropical depression		25	1014	-1998	-1998
           Caroline	1975	8	28	0	22	-87.5	tropical depression		25	1014	-1998	-1998
           Caroline	1975	8	28	60	22.4	-88.8	tropical depression		25	1014	-1998	-1998
           Caroline	1975	8	28	12	22.8	-90.1	tropical depression		25	1013	-1998	-1998
           Caroline	1975	8	28	18	22.9	-91	tropical depression		25	1010	-1998	-1998
           Caroline	1975	8	29	0	23	-91.9	tropical depression		30	1007	-1998	-1998
           Caroline	1975	8	29	60	23.1	-92.6	tropical storm		35	1003	-1998	-1998
           Caroline	1975	8	29	12	23.2	-93.2	tropical storm		40	999	-1998	-1998
           Caroline	1975	8	29	18	23.2	-93.6	tropical storm		50	994	-1998	-1998
           Caroline	1975	8	30	0	23.3	-94.2	hurricane	1	65	990	-1998	-1998
           Caroline	1975	8	30	60	23.5	-94.9	hurricane	1	65	990	-1998	-1998
           Caroline	1975	8	30	12	23.7	-95.6	hurricane	1	65	989	-1998	-1998
           Caroline	1975	8	30	18	23.8	-96.3	hurricane	1	70	987	-1998	-1998
           Caroline	1975	8	31	0	24	-97	hurricane	3	100	973	-1998	-1998
           Caroline	1975	8	31	60	24.1	-97.5	hurricane	3	100	963	-1998	-1998
           Caroline	1975	8	31	12	24.3	-97.8	hurricane	2	90	963	-1998	-1998
           Caroline	1975	8	31	18	24.8	-98	tropical storm		55	993	-1998	-1998
           Caroline	1975	9	1	0	25.1	-98.3	tropical depression		30	1000	-1998	-1998
           Caroline	1975	9	1	60	25.2	-98.7	tropical depression		20	1002	-1998	-1998
           Caroline	1975	9	1	12	25.3	-99	tropical depression		20	1002	-1998	-1998
              Doris	1975	8	28	12	33.3	-46.3	subtropical storm		35	1005	-1998	-1998
              Doris	1975	8	28	18	33.6	-47.5	subtropical storm		40	1005	-1998	-1998
              Doris	1975	8	29	0	34.5	-48.1	subtropical storm		40	1005	-1998	-1998
              Doris	1975	8	29	60	34.7	-48.5	subtropical storm		45	1005	-1998	-1998
              Doris	1975	8	29	12	34.9	-48.9	tropical storm		45	1005	-1998	-1998
              Doris	1975	8	29	18	35.2	-49.1	tropical storm		50	1000	-1998	-1998
              Doris	1975	8	30	0	35.3	-48.9	tropical storm		55	997	-1998	-1998
              Doris	1975	8	30	60	35.3	-48.5	tropical storm		55	997	-1998	-1998
              Doris	1975	8	30	12	35.3	-48	tropical storm		55	997	-1998	-1998
              Doris	1975	8	30	18	35	-47.1	tropical storm		55	997	-1998	-1998
              Doris	1975	8	31	0	34.9	-46.3	hurricane	1	65	990	-1998	-1998
              Doris	1975	8	31	60	34.8	-45.7	hurricane	1	65	990	-1998	-1998
              Doris	1975	8	31	12	34.7	-45.2	hurricane	1	70	990	-1998	-1998
              Doris	1975	8	31	18	34.6	-44.9	hurricane	1	70	990	-1998	-1998
              Doris	1975	9	1	0	34.5	-44.6	hurricane	1	75	984	-1998	-1998
              Doris	1975	9	1	60	34.6	-44.2	hurricane	1	75	984	-1998	-1998
              Doris	1975	9	1	12	34.9	-44	hurricane	1	75	984	-1998	-1998
              Doris	1975	9	1	18	35.4	-44	hurricane	1	75	984	-1998	-1998
              Doris	1975	9	2	0	35.8	-44.4	hurricane	2	90	970	-1998	-1998
              Doris	1975	9	2	60	36.4	-44.5	hurricane	2	95	965	-1998	-1998
              Doris	1975	9	2	12	37	-44.3	hurricane	2	95	965	-1998	-1998
              Doris	1975	9	2	18	37.7	-44.2	hurricane	2	95	965	-1998	-1998
              Doris	1975	9	3	0	38.4	-43.8	hurricane	2	95	965	-1998	-1998
              Doris	1975	9	3	60	39.7	-43.6	hurricane	2	95	965	-1998	-1998
              Doris	1975	9	3	12	41.1	-43	hurricane	2	95	965	-1998	-1998
              Doris	1975	9	3	18	42	-42.5	hurricane	2	90	970	-1998	-1998
              Doris	1975	9	4	0	42.8	-42	tropical storm		60	995	-1998	-1998
              Doris	1975	9	4	60	43.2	-41.4	extratropical		45	1005	-1998	-1998
              Doris	1975	9	4	12	43.5	-40.7	extratropical		45	1005	-1998	-1998
AL091975	1975	9	3	12	13.5	-24	tropical depression		20	-999	-1998	-1998
AL091975	1975	9	3	18	13.8	-25.2	tropical depression		25	-999	-1998	-1998
AL091975	1975	9	4	0	14.2	-26.5	tropical depression		25	-999	-1998	-1998
AL091975	1975	9	4	60	14.6	-27.8	tropical depression		30	-999	-1998	-1998
AL091975	1975	9	4	12	15	-29	tropical depression		30	-999	-1998	-1998
AL091975	1975	9	4	18	15.4	-30.2	tropical depression		30	-999	-1998	-1998
AL091975	1975	9	5	0	15.8	-31.5	tropical depression		30	-999	-1998	-1998
AL091975	1975	9	5	60	16.2	-32.8	tropical depression		30	-999	-1998	-1998
AL091975	1975	9	5	12	16.5	-34	tropical depression		30	-999	-1998	-1998
AL091975	1975	9	5	18	16.7	-35.5	tropical depression		30	-999	-1998	-1998
AL091975	1975	9	6	0	16.8	-37	tropical depression		30	-999	-1998	-1998
AL091975	1975	9	6	60	16.9	-38.5	tropical depression		30	-999	-1998	-1998
AL091975	1975	9	6	12	17	-40	tropical depression		30	-999	-1998	-1998
AL091975	1975	9	6	18	16.9	-41.5	tropical depression		30	-999	-1998	-1998
AL091975	1975	9	7	0	16.7	-43	tropical depression		30	-999	-1998	-1998
AL091975	1975	9	7	60	16.6	-44.5	tropical depression		30	-999	-1998	-1998
AL091975	1975	9	7	12	16.5	-46	tropical depression		30	-999	-1998	-1998
AL091975	1975	9	7	18	16.2	-47.6	tropical depression		30	-999	-1998	-1998
AL091975	1975	9	8	0	16	-49.8	tropical depression		25	-999	-1998	-1998
AL091975	1975	9	8	60	15.7	-51.6	tropical depression		25	-999	-1998	-1998
AL091975	1975	9	8	12	15.5	-53.5	tropical depression		25	-999	-1998	-1998
AL091975	1975	9	8	18	15.5	-54	tropical depression		25	-999	-1998	-1998
AL091975	1975	9	9	0	15.5	-56.5	tropical depression		20	-999	-1998	-1998
AL091975	1975	9	9	60	15.5	-58	tropical depression		20	-999	-1998	-1998
AL101975	1975	9	3	12	11.5	-17.5	tropical depression		20	-999	-1998	-1998
AL101975	1975	9	3	18	11.5	-18.5	tropical depression		25	-999	-1998	-1998
AL101975	1975	9	4	0	11.5	-19.5	tropical depression		25	-999	-1998	-1998
AL101975	1975	9	4	60	11.5	-20.5	tropical depression		25	-999	-1998	-1998
AL101975	1975	9	4	12	11.5	-21.5	tropical depression		30	-999	-1998	-1998
AL101975	1975	9	4	18	11.6	-22.4	tropical depression		30	-999	-1998	-1998
AL101975	1975	9	5	0	11.7	-23.3	tropical depression		30	-999	-1998	-1998
AL101975	1975	9	5	60	11.8	-24.1	tropical depression		30	-999	-1998	-1998
AL101975	1975	9	5	12	12	-25	tropical depression		25	-999	-1998	-1998
AL101975	1975	9	5	18	12.1	-25.8	tropical depression		25	-999	-1998	-1998
AL101975	1975	9	6	0	12.2	-26.5	tropical depression		25	-999	-1998	-1998
AL101975	1975	9	6	60	12.3	-27.2	tropical depression		20	-999	-1998	-1998
AL101975	1975	9	6	12	12.5	-28	tropical depression		20	-999	-1998	-1998
AL111975	1975	9	6	12	21.5	-95	tropical depression		20	-999	-1998	-1998
AL111975	1975	9	6	18	21.5	-95.4	tropical depression		25	-999	-1998	-1998
AL111975	1975	9	7	0	21.6	-95.8	tropical depression		25	-999	-1998	-1998
AL111975	1975	9	7	60	21.7	-96.4	tropical depression		25	-999	-1998	-1998
AL111975	1975	9	7	12	21.8	-97	tropical depression		25	-999	-1998	-1998
AL111975	1975	9	7	18	22	-98	tropical depression		-99	-999	-1998	-1998
AL121975	1975	9	11	12	32	-62	tropical depression		20	-999	-1998	-1998
AL121975	1975	9	11	18	32.1	-61.6	tropical depression		25	-999	-1998	-1998
AL121975	1975	9	12	0	32.2	-61.2	tropical depression		25	-999	-1998	-1998
AL121975	1975	9	12	60	32.3	-61.3	tropical depression		30	-999	-1998	-1998
AL121975	1975	9	12	12	32.5	-60.5	tropical depression		30	-999	-1998	-1998
AL121975	1975	9	12	18	32.4	-60	tropical depression		30	-999	-1998	-1998
AL121975	1975	9	13	0	32.3	-59.5	tropical depression		30	-999	-1998	-1998
AL121975	1975	9	13	60	32.2	-58	tropical depression		30	-999	-1998	-1998
AL121975	1975	9	13	12	36	-58.5	tropical depression		30	-999	-1998	-1998
AL121975	1975	9	13	18	36.8	-56.9	tropical depression		30	-999	-1998	-1998
AL121975	1975	9	14	0	37.5	-55.2	tropical depression		30	-999	-1998	-1998
AL121975	1975	9	14	60	38.2	-53.8	tropical depression		25	-999	-1998	-1998
AL121975	1975	9	14	12	39	-52	tropical depression		25	-999	-1998	-1998
AL121975	1975	9	14	18	40	-54	tropical depression		20	-999	-1998	-1998
             Eloise	1975	9	13	60	17.5	-54.1	tropical depression		25	-999	-1998	-1998
             Eloise	1975	9	13	12	17.6	-55.2	tropical depression		25	1009	-1998	-1998
             Eloise	1975	9	13	18	17.7	-56.3	tropical depression		25	1009	-1998	-1998
             Eloise	1975	9	14	0	17.8	-57.3	tropical depression		25	1009	-1998	-1998
             Eloise	1975	9	14	60	17.9	-58.3	tropical depression		25	1009	-1998	-1998
             Eloise	1975	9	14	12	18	-59.4	tropical depression		25	1009	-1998	-1998
             Eloise	1975	9	14	18	18.1	-60.5	tropical depression		25	1009	-1998	-1998
             Eloise	1975	9	15	0	18.3	-61.7	tropical depression		25	1009	-1998	-1998
             Eloise	1975	9	15	60	18.5	-62.8	tropical depression		25	1009	-1998	-1998
             Eloise	1975	9	15	12	18.8	-63.8	tropical depression		30	1007	-1998	-1998
             Eloise	1975	9	15	18	18.9	-64.8	tropical depression		30	1007	-1998	-1998
             Eloise	1975	9	16	0	19	-65.6	tropical storm		35	1007	-1998	-1998
             Eloise	1975	9	16	60	19.2	-66.7	tropical storm		45	1007	-1998	-1998
             Eloise	1975	9	16	12	19.4	-67.5	tropical storm		55	1002	-1998	-1998
             Eloise	1975	9	16	18	19.5	-68.4	hurricane	1	65	1002	-1998	-1998
             Eloise	1975	9	17	0	19.6	-69.2	hurricane	1	65	997	-1998	-1998
             Eloise	1975	9	17	60	19.7	-70.2	tropical storm		60	1000	-1998	-1998
             Eloise	1975	9	17	12	19.7	-71.2	tropical storm		55	1000	-1998	-1998
             Eloise	1975	9	17	18	19.8	-72.2	tropical storm		50	1000	-1998	-1998
             Eloise	1975	9	18	0	19.9	-73.3	tropical storm		45	1000	-1998	-1998
             Eloise	1975	9	18	60	19.9	-74.5	tropical storm		45	1000	-1998	-1998
             Eloise	1975	9	18	12	19.9	-75.7	tropical storm		40	1000	-1998	-1998
             Eloise	1975	9	18	18	20	-77	tropical storm		40	1000	-1998	-1998
             Eloise	1975	9	19	0	20	-78.2	tropical storm		35	1000	-1998	-1998
             Eloise	1975	9	19	60	19.9	-79.1	tropical storm		35	1000	-1998	-1998
             Eloise	1975	9	19	12	19.9	-79.8	tropical storm		35	1000	-1998	-1998
             Eloise	1975	9	19	18	19.8	-81	tropical storm		35	1000	-1998	-1998
             Eloise	1975	9	20	0	19.8	-82.2	tropical storm		35	1000	-1998	-1998
             Eloise	1975	9	20	60	19.8	-83.4	tropical storm		35	1000	-1998	-1998
             Eloise	1975	9	20	12	19.9	-84.6	tropical storm		35	1006	-1998	-1998
             Eloise	1975	9	20	18	20	-85.5	tropical storm		35	1006	-1998	-1998
             Eloise	1975	9	21	0	20.2	-86.4	tropical storm		40	1001	-1998	-1998
             Eloise	1975	9	21	60	20.8	-87.1	tropical storm		45	1001	-1998	-1998
             Eloise	1975	9	21	12	21.4	-87.8	tropical storm		50	1001	-1998	-1998
             Eloise	1975	9	21	18	22.4	-88.5	tropical storm		55	995	-1998	-1998
             Eloise	1975	9	22	0	23.6	-88.9	tropical storm		60	995	-1998	-1998
             Eloise	1975	9	22	60	24.8	-89.4	hurricane	1	65	993	-1998	-1998
             Eloise	1975	9	22	12	25.8	-89.5	hurricane	1	75	986	-1998	-1998
             Eloise	1975	9	22	18	26.5	-89.4	hurricane	2	85	980	-1998	-1998
             Eloise	1975	9	23	0	27.3	-88.5	hurricane	2	95	968	-1998	-1998
             Eloise	1975	9	23	60	28.4	-87.3	hurricane	3	105	958	-1998	-1998
             Eloise	1975	9	23	12	30.2	-86.3	hurricane	3	110	955	-1998	-1998
             Eloise	1975	9	23	18	33	-85.7	tropical storm		55	982	-1998	-1998
             Eloise	1975	9	24	0	35.5	-84.3	tropical depression		30	999	-1998	-1998
             Eloise	1975	9	24	60	36.5	-83.5	extratropical		20	1004	-1998	-1998
             Eloise	1975	9	24	12	37	-82.5	extratropical		20	1004	-1998	-1998
             Eloise	1975	9	24	18	37.5	-81.5	extratropical		20	1004	-1998	-1998
               Faye	1975	9	18	60	17.5	-33.5	tropical depression		25	-999	-1998	-1998
               Faye	1975	9	18	12	17.8	-34.4	tropical depression		25	-999	-1998	-1998
               Faye	1975	9	18	18	18.3	-35.3	tropical depression		25	-999	-1998	-1998
               Faye	1975	9	19	0	19	-36.4	tropical depression		25	-999	-1998	-1998
               Faye	1975	9	19	60	19.6	-37.6	tropical depression		30	-999	-1998	-1998
               Faye	1975	9	19	12	20	-39	tropical storm		35	-999	-1998	-1998
               Faye	1975	9	19	18	20.4	-40.2	tropical storm		40	-999	-1998	-1998
               Faye	1975	9	20	0	20.5	-41.3	tropical storm		40	-999	-1998	-1998
               Faye	1975	9	20	60	20.5	-42.7	tropical storm		40	-999	-1998	-1998
               Faye	1975	9	20	12	20.3	-44	tropical storm		40	-999	-1998	-1998
               Faye	1975	9	20	18	20.2	-45.3	tropical storm		40	-999	-1998	-1998
               Faye	1975	9	21	0	20.3	-46.2	tropical storm		40	-999	-1998	-1998
               Faye	1975	9	21	60	20.3	-47	tropical storm		40	-999	-1998	-1998
               Faye	1975	9	21	12	20.3	-47.8	tropical storm		40	-999	-1998	-1998
               Faye	1975	9	21	18	20.4	-48.5	tropical storm		35	-999	-1998	-1998
               Faye	1975	9	22	0	20.5	-49.3	tropical storm		35	-999	-1998	-1998
               Faye	1975	9	22	60	20.5	-50	tropical storm		35	-999	-1998	-1998
               Faye	1975	9	22	12	20.4	-50.8	tropical storm		35	-999	-1998	-1998
               Faye	1975	9	22	18	20.4	-51.5	tropical storm		35	-999	-1998	-1998
               Faye	1975	9	23	0	20.4	-52.2	tropical storm		35	-999	-1998	-1998
               Faye	1975	9	23	60	20.3	-53.4	tropical storm		35	-999	-1998	-1998
               Faye	1975	9	23	12	20.4	-54.6	tropical depression		30	-999	-1998	-1998
               Faye	1975	9	23	18	20.6	-55.8	tropical depression		30	-999	-1998	-1998
               Faye	1975	9	24	0	20.8	-56.5	tropical depression		30	-999	-1998	-1998
               Faye	1975	9	24	60	21.5	-57.1	tropical depression		25	-999	-1998	-1998
               Faye	1975	9	24	12	22.4	-57	tropical depression		25	-999	-1998	-1998
               Faye	1975	9	24	18	23	-56.9	tropical depression		25	1005	-1998	-1998
               Faye	1975	9	25	0	23.8	-57.2	tropical depression		30	1005	-1998	-1998
               Faye	1975	9	25	60	24.2	-58.1	tropical storm		35	1005	-1998	-1998
               Faye	1975	9	25	12	24.8	-58.8	tropical storm		45	999	-1998	-1998
               Faye	1975	9	25	18	25.5	-59.4	tropical storm		60	993	-1998	-1998
               Faye	1975	9	26	0	26.5	-60	hurricane	1	65	990	-1998	-1998
               Faye	1975	9	26	60	27.9	-60.9	hurricane	1	70	988	-1998	-1998
               Faye	1975	9	26	12	29.6	-62	hurricane	1	75	985	-1998	-1998
               Faye	1975	9	26	18	31	-63.1	hurricane	2	85	985	-1998	-1998
               Faye	1975	9	27	0	32.7	-64.2	hurricane	2	90	985	-1998	-1998
               Faye	1975	9	27	60	34.4	-65.2	hurricane	2	90	979	-1998	-1998
               Faye	1975	9	27	12	36.1	-65.7	hurricane	2	90	982	-1998	-1998
               Faye	1975	9	27	18	37.4	-65	hurricane	2	90	985	-1998	-1998
               Faye	1975	9	28	0	38.4	-63.7	hurricane	2	85	985	-1998	-1998
               Faye	1975	9	28	60	39.8	-60.5	hurricane	1	80	985	-1998	-1998
               Faye	1975	9	28	12	41	-57.1	hurricane	1	75	979	-1998	-1998
               Faye	1975	9	28	18	42.3	-52	hurricane	1	75	977	-1998	-1998
               Faye	1975	9	29	0	42.8	-46	hurricane	1	70	977	-1998	-1998
               Faye	1975	9	29	60	42.9	-40	hurricane	1	65	977	-1998	-1998
               Faye	1975	9	29	12	43	-34	extratropical		60	-999	-1998	-1998
             Gladys	1975	9	22	18	10.3	-34.8	tropical depression		25	1012	-1998	-1998
             Gladys	1975	9	23	0	10.6	-35.8	tropical depression		25	1012	-1998	-1998
             Gladys	1975	9	23	60	11	-36.7	tropical depression		25	1012	-1998	-1998
             Gladys	1975	9	23	12	11.4	-37.4	tropical depression		25	1012	-1998	-1998
             Gladys	1975	9	23	18	11.7	-38.2	tropical depression		30	1010	-1998	-1998
             Gladys	1975	9	24	0	12.1	-38.8	tropical depression		30	1010	-1998	-1998
             Gladys	1975	9	24	60	12.4	-39.6	tropical depression		30	1010	-1998	-1998
             Gladys	1975	9	24	12	12.9	-40	tropical depression		30	1010	-1998	-1998
             Gladys	1975	9	24	18	13.5	-40.4	tropical storm		35	1005	-1998	-1998
             Gladys	1975	9	25	0	14.2	-41	tropical storm		40	1005	-1998	-1998
             Gladys	1975	9	25	60	14.8	-42	tropical storm		50	1000	-1998	-1998
             Gladys	1975	9	25	12	15.4	-43	tropical storm		60	1000	-1998	-1998
             Gladys	1975	9	25	18	15.8	-44	hurricane	1	65	990	-1998	-1998
             Gladys	1975	9	26	0	16.2	-45	hurricane	1	65	990	-1998	-1998
             Gladys	1975	9	26	60	16.4	-46.1	hurricane	1	65	990	-1998	-1998
             Gladys	1975	9	26	12	16.6	-47.7	hurricane	1	65	990	-1998	-1998
             Gladys	1975	9	26	18	16.8	-49.3	hurricane	1	65	990	-1998	-1998
             Gladys	1975	9	27	0	17.1	-50.7	hurricane	1	65	990	-1998	-1998
             Gladys	1975	9	27	60	17.6	-52.2	hurricane	1	65	990	-1998	-1998
             Gladys	1975	9	27	12	18.2	-53.7	hurricane	1	65	990	-1998	-1998
             Gladys	1975	9	27	18	18.8	-55.1	hurricane	1	65	990	-1998	-1998
             Gladys	1975	9	28	0	19.4	-56.4	hurricane	1	65	992	-1998	-1998
             Gladys	1975	9	28	60	19.6	-57.4	hurricane	1	65	992	-1998	-1998
             Gladys	1975	9	28	12	19.8	-58.2	hurricane	1	65	1000	-1998	-1998
             Gladys	1975	9	28	18	20.3	-59.3	hurricane	1	65	998	-1998	-1998
             Gladys	1975	9	29	0	21.2	-60.3	hurricane	1	65	995	-1998	-1998
             Gladys	1975	9	29	60	22.1	-61.4	hurricane	1	70	990	-1998	-1998
             Gladys	1975	9	29	12	23	-62.6	hurricane	1	70	990	-1998	-1998
             Gladys	1975	9	29	18	23.6	-63.9	hurricane	1	75	985	-1998	-1998
