Red Universitaria de Observatorios Atmosfericos (RUOA)
Atmospheric Observatory Juriquilla (jqro), Queretaro
Lat 20.703 N, Lon 100.4473 W, Alt 1945 masl
Time UTC-6h
Meteorological data
 
TIMESTAMP,Temp_Avg,RH_Avg,WSpeed_Avg,WSpeed_Max,WDir_Avg,Rain_Tot,Press_Avg,Rad_Avg
2025-03-01 23:00:00,19.14,40.49,1.741,3.59,348.8,0.0,806.414,-0.676
2025-03-02 00:00:00,17.76,43.87,1.047,3.25,15.0,0.0,806.981,-0.717
2025-03-02 01:00:00,17.02,45.5,1.396,3.11,7.2,0.0,806.959,-0.758
2025-03-02 02:00:00,15.54,54.96,2.256,4.67,20.5,0.0,806.845,-0.791
2025-03-02 03:00:00,14.51,57.68,2.1,3.54,16.6,0.0,806.615,-0.797
2025-03-02 04:00:00,13.41,59.87,2.007,3.0,19.0,0.0,806.421,-0.786
2025-03-02 05:00:00,12.38,63.52,1.779,3.18,12.6,0.0,806.437,-0.759
2025-03-02 06:00:00,11.41,68.38,2.773,4.26,3.7,0.0,806.496,-0.78
2025-03-02 07:00:00,10.65,70.89,2.828,3.82,2.6,0.0,806.77,-0.804
2025-03-02 08:00:00,10.71,69.37,1.966,2.91,1.4,0.0,807.342,-0.709
2025-03-02 09:00:00,13.97,58.56,1.054,2.06,347.0,0.0,808.262,-0.426
2025-03-02 10:00:00,18.29,45.1,1.314,3.33,180.2,0.0,809.101,0.046
2025-03-02 11:00:00,20.28,38.61,2.734,6.18,158.9,0.0,809.164,0.337
2025-03-02 12:00:00,25.91,28.59,3.234,7.11,175.3,0.0,812.444,1.249
2025-03-02 13:00:00,30.12,23.57,3.925,7.37,175.1,0.0,815.175,1.647
2025-03-02 14:00:00,32.43,19.68,3.536,7.35,203.6,0.0,814.812,1.647
2025-03-02 15:00:00,33.35,15.75,4.62,9.59,228.6,0.0,813.815,1.641
2025-03-02 16:00:00,33.2,15.02,4.583,9.51,222.4,0.0,812.759,1.458
2025-03-02 17:00:00,32.0,14.92,4.845,9.6,224.3,0.0,811.158,1.232
2025-03-02 18:00:00,29.27,14.35,4.094,7.19,227.5,0.0,807.705,0.58
2025-03-02 19:00:00,26.14,13.09,3.34,7.86,242.7,0.0,804.839,-0.482
2025-03-02 20:00:00,24.13,14.54,1.748,4.38,245.8,0.0,805.09,-0.542
2025-03-02 21:00:00,22.7,18.04,1.308,2.92,312.9,0.0,805.489,-0.59
2025-03-02 22:00:00,21.62,19.27,1.67,2.55,9.6,0.0,805.8,-0.625
2025-03-02 23:00:00,20.25,21.52,1.237,2.28,167.7,0.0,806.371,-0.654
2025-03-03 00:00:00,19.36,25.62,1.026,2.11,155.2,0.0,806.402,-0.688
2025-03-03 01:00:00,18.46,29.72,1.798,3.11,121.1,0.0,806.321,-0.735
2025-03-03 02:00:00,17.15,34.29,0.87,2.16,348.7,0.0,806.321,-0.76
2025-03-03 03:00:00,15.83,37.89,0.74,1.73,306.2,0.0,806.057,-0.791
2025-03-03 04:00:00,15.44,39.06,0.588,1.91,329.1,0.0,806.015,-0.784
2025-03-03 05:00:00,14.72,42.24,1.063,2.6,37.3,0.0,805.982,-0.776
2025-03-03 06:00:00,14.94,42.33,1.059,1.95,101.6,0.0,806.328,-0.764
2025-03-03 07:00:00,14.1,44.15,0.762,1.66,92.9,0.0,806.697,-0.748
2025-03-03 08:00:00,14.69,43.21,1.403,2.16,117.5,0.0,807.463,-0.645
2025-03-03 09:00:00,17.3,38.35,1.787,3.0,142.0,0.0,808.263,-0.332
2025-03-03 10:00:00,19.72,34.87,1.721,4.35,170.5,0.0,808.794,0.043
2025-03-03 11:00:00,22.63,29.69,3.043,5.94,183.3,0.0,809.339,0.465
2025-03-03 12:00:00,28.8,24.25,3.41,7.14,217.1,0.0,814.861,1.602
2025-03-03 13:00:00,31.42,21.33,4.186,8.75,232.2,0.0,815.422,1.647
2025-03-03 14:00:00,32.03,21.76,4.655,10.57,222.1,0.0,814.297,1.646
2025-03-03 15:00:00,32.44,20.2,4.815,9.24,239.8,0.0,813.319,1.642
2025-03-03 16:00:00,32.68,18.39,4.854,9.0,226.5,0.0,812.219,1.472
2025-03-03 17:00:00,31.77,16.64,5.037,9.98,254.1,0.0,810.814,1.221
2025-03-03 18:00:00,29.38,14.58,4.507,9.39,247.9,0.0,807.675,0.649
2025-03-03 19:00:00,25.88,16.47,4.207,8.82,260.4,0.0,804.216,-0.427
2025-03-03 20:00:00,24.18,19.88,2.51,4.84,288.5,0.0,804.456,-0.486
2025-03-03 21:00:00,22.72,21.01,1.238,2.95,281.7,0.0,805.171,-0.544
2025-03-03 22:00:00,21.94,20.85,1.806,4.66,240.6,0.0,805.739,-0.583
2025-03-03 23:00:00,21.08,23.42,2.075,4.92,251.9,0.0,806.145,-0.614
2025-03-04 00:00:00,20.41,27.61,3.317,6.24,279.8,0.0,806.239,-0.627
2025-03-04 01:00:00,19.24,30.66,1.335,3.06,301.8,0.0,806.147,-0.628
2025-03-04 02:00:00,17.89,36.29,1.269,3.26,234.7,0.0,805.852,-0.676
2025-03-04 03:00:00,17.12,43.03,2.209,4.4,201.7,0.0,805.637,-0.703
2025-03-04 04:00:00,16.06,45.96,1.702,4.52,219.9,0.0,805.475,-0.729
2025-03-04 05:00:00,15.04,47.51,1.457,2.25,209.6,0.0,805.537,-0.75
2025-03-04 06:00:00,14.84,42.18,2.45,5.95,224.6,0.0,805.834,-0.737
2025-03-04 07:00:00,14.58,38.53,2.669,5.07,213.0,0.0,806.22,-0.739
2025-03-04 08:00:00,14.84,37.3,3.259,5.32,218.8,0.0,806.568,-0.584
2025-03-04 09:00:00,17.09,33.01,3.494,6.99,213.5,0.0,807.045,-0.292
2025-03-04 10:00:00,19.77,26.14,4.406,8.51,216.1,0.0,807.654,0.109
2025-03-04 11:00:00,21.89,20.06,5.452,11.07,245.0,0.0,807.98,0.391
2025-03-04 12:00:00,23.53,19.24,6.425,11.8,258.4,0.0,807.883,0.531
2025-03-04 13:00:00,26.52,16.72,7.005,13.14,233.8,0.0,809.695,1.408
2025-03-04 14:00:00,27.03,14.72,7.758,12.99,237.6,0.0,808.647,1.149
2025-03-04 15:00:00,29.97,14.44,8.041,15.79,234.0,0.0,810.637,1.641
2025-03-04 16:00:00,28.35,13.52,7.889,15.07,238.1,0.0,807.454,0.925
2025-03-04 17:00:00,27.66,11.05,7.024,15.36,235.9,0.0,805.74,0.549
2025-03-04 18:00:00,26.82,9.35,6.372,13.11,241.5,0.0,804.604,0.036
2025-03-04 19:00:00,25.12,10.69,5.052,10.83,242.8,0.0,804.17,-0.427
2025-03-04 20:00:00,23.41,11.7,1.641,5.44,303.1,0.0,804.742,-0.507
2025-03-04 21:00:00,21.51,13.39,1.916,4.11,302.7,0.0,805.343,-0.574
2025-03-04 22:00:00,20.35,14.62,1.862,4.41,326.6,0.0,805.719,-0.611
2025-03-04 23:00:00,19.9,14.44,2.212,3.72,19.0,0.0,805.762,-0.631
2025-03-05 00:00:00,18.82,16.6,1.578,3.61,146.0,0.0,805.886,-0.667
2025-03-05 01:00:00,17.68,17.8,1.385,2.8,88.4,0.0,805.816,-0.702
2025-03-05 02:00:00,16.93,17.33,0.934,2.37,316.4,0.0,805.639,-0.722
2025-03-05 03:00:00,16.08,16.26,1.694,3.24,22.9,0.0,805.477,-0.762
2025-03-05 04:00:00,14.7,19.89,1.993,3.2,14.6,0.0,805.152,-0.74
2025-03-05 05:00:00,14.35,21.95,1.193,2.26,115.1,0.0,805.085,-0.742
2025-03-05 06:00:00,13.85,23.59,1.273,3.4,18.6,0.0,805.229,-0.71
2025-03-05 07:00:00,11.58,30.08,2.654,3.83,12.0,0.0,805.633,-0.711
2025-03-05 08:00:00,11.46,28.14,2.845,4.26,359.3,0.0,806.345,-0.638
2025-03-05 09:00:00,15.28,29.88,1.575,3.23,328.8,0.0,807.282,-0.35
2025-03-05 10:00:00,18.63,34.12,1.905,4.6,162.6,0.0,808.239,0.087
2025-03-05 11:00:00,20.86,34.3,2.039,5.12,117.6,0.0,808.966,0.458
2025-03-05 12:00:00,26.53,32.91,2.564,7.47,166.5,0.0,814.449,1.611
2025-03-05 13:00:00,29.56,24.4,2.471,6.51,203.6,0.0,814.904,1.647
2025-03-05 14:00:00,31.33,18.8,2.223,5.0,194.3,0.0,814.657,1.627
2025-03-05 15:00:00,32.54,17.99,2.4,5.78,198.6,0.0,813.447,1.53
2025-03-05 16:00:00,32.36,16.22,2.851,9.45,194.0,0.0,812.096,1.387
2025-03-05 17:00:00,33.07,12.88,2.658,6.09,220.8,0.0,811.623,1.272
2025-03-05 18:00:00,31.04,10.83,2.57,6.34,265.4,0.0,809.482,0.915
2025-03-05 19:00:00,25.75,11.56,2.93,5.71,302.9,0.0,804.008,-0.403
2025-03-05 20:00:00,20.16,29.86,5.449,11.89,60.6,0.0,804.658,-0.522
2025-03-05 21:00:00,17.54,37.61,3.48,10.44,44.8,0.0,805.762,-0.614
2025-03-05 22:00:00,16.33,40.24,2.259,6.85,85.0,0.0,806.815,-0.654
2025-03-05 23:00:00,14.48,43.55,3.218,7.57,40.9,0.0,806.982,-0.742
2025-03-06 00:00:00,13.44,44.84,2.939,6.38,51.6,0.0,807.167,-0.777
2025-03-06 01:00:00,13.04,45.38,1.912,4.91,17.4,0.0,807.084,-0.766
2025-03-06 02:00:00,12.36,46.4,2.243,5.53,35.0,0.0,806.628,-0.731
2025-03-06 03:00:00,11.58,48.15,2.575,4.48,2.3,0.0,806.164,-0.712
2025-03-06 04:00:00,10.96,49.43,2.992,4.98,2.3,0.0,805.966,-0.7
2025-03-06 05:00:00,10.51,50.57,2.442,4.35,0.7,0.0,805.902,-0.712
2025-03-06 06:00:00,9.5,53.39,2.519,3.95,350.7,0.0,806.114,-0.762
2025-03-06 07:00:00,9.32,53.61,2.94,4.25,8.0,0.0,806.311,-0.78
2025-03-06 08:00:00,10.14,51.81,1.078,2.1,63.6,0.0,806.89,-0.681
2025-03-06 09:00:00,12.69,45.29,1.803,3.38,333.2,0.0,807.747,-0.401
2025-03-06 10:00:00,16.56,37.13,1.515,3.52,293.4,0.0,808.658,0.06
2025-03-06 11:00:00,19.54,31.29,2.583,4.98,190.1,0.0,808.847,0.367
2025-03-06 12:00:00,23.78,24.29,3.349,8.23,197.2,0.0,809.628,0.927
2025-03-06 13:00:00,26.34,20.22,5.171,10.86,222.8,0.0,810.054,1.308
2025-03-06 14:00:00,28.08,20.01,5.819,10.14,235.8,0.0,810.42,1.515
2025-03-06 15:00:00,29.73,19.61,5.169,11.77,236.1,0.0,810.657,1.538
2025-03-06 16:00:00,29.76,20.41,4.873,10.09,237.8,0.0,809.661,1.4
2025-03-06 17:00:00,29.26,20.29,4.64,9.59,241.5,0.0,808.014,0.993
2025-03-06 18:00:00,26.47,19.2,4.878,9.98,241.6,0.0,804.329,-0.066
2025-03-06 19:00:00,24.78,19.9,3.989,7.99,258.8,0.0,804.278,-0.436
2025-03-06 20:00:00,23.18,20.16,3.121,5.31,255.8,0.0,804.846,-0.521
2025-03-06 21:00:00,22.05,19.42,4.169,8.64,238.7,0.0,805.517,-0.565
2025-03-06 22:00:00,21.07,24.82,4.428,8.57,236.8,0.0,806.42,-0.582
2025-03-06 23:00:00,19.67,26.39,2.54,7.81,231.9,0.0,807.093,-0.606
2025-03-07 00:00:00,18.48,27.52,1.899,3.75,212.7,0.0,807.255,-0.646
2025-03-07 01:00:00,17.48,26.72,1.847,4.64,265.2,0.0,807.384,-0.683
2025-03-07 02:00:00,16.73,26.55,1.886,4.04,245.5,0.0,807.536,-0.715
2025-03-07 03:00:00,15.83,29.1,0.928,1.86,171.3,0.0,807.429,-0.739
2025-03-07 04:00:00,14.56,31.36,1.17,2.45,104.8,0.0,807.261,-0.763
2025-03-07 05:00:00,13.85,32.41,1.755,2.44,136.5,0.0,807.179,-0.77
2025-03-07 06:00:00,13.01,34.24,1.583,2.93,146.2,0.0,807.467,-0.749
2025-03-07 07:00:00,11.96,37.4,2.103,4.59,128.3,0.0,807.571,-0.74
2025-03-07 08:00:00,11.81,38.57,1.796,3.69,22.1,0.0,808.22,-0.64
2025-03-07 09:00:00,16.09,29.63,0.832,2.26,139.3,0.0,809.154,-0.333
2025-03-07 10:00:00,18.78,25.13,1.728,5.72,173.8,0.0,809.894,0.129
2025-03-07 11:00:00,21.03,23.33,2.923,6.28,188.8,0.0,809.878,0.391
2025-03-07 12:00:00,23.16,18.25,4.476,10.16,223.4,0.0,809.398,0.519
2025-03-07 13:00:00,23.97,16.67,5.527,11.41,229.1,0.0,808.861,0.704
2025-03-07 14:00:00,25.6,16.51,5.711,11.89,240.4,0.0,809.359,1.078
2025-03-07 15:00:00,28.2,16.48,5.544,12.18,241.0,0.0,811.072,1.491
2025-03-07 16:00:00,28.88,16.93,4.836,11.31,237.9,0.0,810.696,1.383
2025-03-07 17:00:00,27.1,15.62,5.034,9.41,259.9,0.0,807.627,0.652
2025-03-07 18:00:00,25.36,14.37,5.34,9.47,262.5,0.0,805.387,-0.218
2025-03-07 19:00:00,24.16,14.72,3.723,8.56,267.7,0.0,805.777,-0.448
2025-03-07 20:00:00,22.29,15.48,2.593,6.41,274.3,0.0,806.163,-0.507
2025-03-07 21:00:00,20.67,17.14,1.68,3.21,291.2,0.0,806.83,-0.575
2025-03-07 22:00:00,19.5,19.71,2.168,4.07,252.5,0.0,807.417,-0.61
2025-03-07 23:00:00,18.85,21.86,2.46,4.72,255.4,0.0,807.514,-0.647
2025-03-08 00:00:00,18.36,22.54,1.68,5.74,270.7,0.0,807.61,-0.671
2025-03-08 01:00:00,17.71,23.63,0.939,2.37,133.3,0.0,807.39,-0.706
2025-03-08 02:00:00,17.07,25.74,0.932,3.08,283.5,0.0,807.09,-0.726
2025-03-08 03:00:00,16.38,28.64,1.742,4.55,217.1,0.0,806.856,-0.746
2025-03-08 04:00:00,15.45,31.07,1.235,2.97,217.9,0.0,806.745,-0.757
2025-03-08 05:00:00,14.77,32.83,2.094,3.29,188.7,0.0,806.669,-0.751
2025-03-08 06:00:00,13.8,35.32,1.798,2.91,147.1,0.0,806.963,-0.747
2025-03-08 07:00:00,12.39,38.64,2.293,3.57,128.9,0.0,807.407,-0.726
2025-03-08 08:00:00,12.48,38.76,2.315,3.4,124.9,0.0,808.065,-0.618
2025-03-08 09:00:00,14.99,33.33,1.953,3.6,141.0,0.0,808.955,-0.319
2025-03-08 10:00:00,18.63,28.09,2.474,8.11,194.8,0.0,809.632,0.12
2025-03-08 11:00:00,20.67,27.2,5.35,10.41,222.2,0.0,809.707,0.397
2025-03-08 12:00:00,21.84,25.51,5.38,10.92,240.5,0.0,809.335,0.512
2025-03-08 13:00:00,23.25,21.57,6.707,12.67,256.1,0.0,808.194,0.575
2025-03-08 14:00:00,25.23,19.59,5.782,11.11,251.5,0.0,808.41,0.964
2025-03-08 15:00:00,27.09,18.11,5.572,10.53,250.8,0.0,809.054,1.296
2025-03-08 16:00:00,27.61,17.49,5.638,10.22,249.6,0.0,808.238,1.093
2025-03-08 17:00:00,26.42,16.92,6.158,12.19,250.4,0.0,806.005,0.365
2025-03-08 18:00:00,25.45,14.74,5.75,10.73,249.4,0.0,805.033,-0.214
2025-03-08 19:00:00,24.18,14.19,4.584,9.16,272.3,0.0,805.418,-0.434
2025-03-08 20:00:00,22.65,16.12,2.661,6.55,259.1,0.0,805.854,-0.506
2025-03-08 21:00:00,21.44,19.18,2.229,3.77,274.4,0.0,806.389,-0.57
2025-03-08 22:00:00,20.17,21.33,1.442,3.12,255.4,0.0,806.804,-0.608
2025-03-08 23:00:00,19.38,22.37,1.311,3.09,162.4,0.0,807.001,-0.638
2025-03-09 00:00:00,18.36,23.77,1.128,3.1,194.5,0.0,807.085,-0.682
2025-03-09 01:00:00,17.63,25.23,1.179,2.41,253.1,0.0,806.982,-0.705
2025-03-09 02:00:00,17.01,27.52,1.357,2.89,199.6,0.0,806.614,-0.723
2025-03-09 03:00:00,15.95,30.42,1.48,2.5,173.1,0.0,806.204,-0.749
2025-03-09 04:00:00,14.92,33.35,1.539,2.62,163.6,0.0,805.899,-0.766
2025-03-09 05:00:00,13.98,36.41,1.462,2.69,189.8,0.0,805.778,-0.762
2025-03-09 06:00:00,13.33,38.1,1.442,2.28,111.5,0.0,806.023,-0.747
2025-03-09 07:00:00,12.21,39.73,1.255,2.32,24.9,0.0,806.218,-0.703
2025-03-09 08:00:00,11.72,38.48,2.323,3.02,8.1,0.0,806.707,-0.621
2025-03-09 09:00:00,15.96,31.63,1.181,2.53,320.4,0.0,807.692,-0.291
2025-03-09 10:00:00,18.84,26.94,1.744,3.36,167.2,0.0,808.286,0.158
2025-03-09 11:00:00,21.92,22.71,1.892,5.04,179.2,0.0,809.519,0.75
2025-03-09 12:00:00,26.56,22.26,2.359,5.41,169.9,0.0,813.414,1.591
2025-03-09 13:00:00,29.54,17.86,4.024,10.74,203.5,0.0,813.575,1.647
2025-03-09 14:00:00,29.54,14.12,6.567,11.23,236.4,0.0,810.823,1.645
2025-03-09 15:00:00,29.99,13.09,7.026,12.57,255.9,0.0,809.875,1.575
2025-03-09 16:00:00,29.89,12.85,7.28,13.39,254.0,0.0,808.486,1.354
2025-03-09 17:00:00,29.33,13.33,6.01,12.5,250.9,0.0,806.954,0.952
2025-03-09 18:00:00,27.54,11.18,5.519,11.12,253.2,0.0,804.201,0.043
2025-03-09 19:00:00,25.77,10.27,4.566,8.87,270.5,0.0,803.657,-0.418
2025-03-09 20:00:00,23.99,12.13,2.007,5.05,241.8,0.0,804.399,-0.461
2025-03-09 21:00:00,22.73,13.01,0.757,2.33,183.4,0.0,805.192,-0.509
2025-03-09 22:00:00,21.04,15.42,1.791,6.05,102.9,0.0,806.12,-0.575
2025-03-09 23:00:00,17.05,29.75,2.402,5.41,18.0,0.0,806.835,-0.657
2025-03-10 00:00:00,14.26,37.15,3.273,5.21,6.0,0.0,807.234,-0.743
2025-03-10 01:00:00,12.42,42.09,3.545,5.82,23.0,0.0,807.378,-0.78
2025-03-10 02:00:00,11.24,44.76,2.708,4.68,7.1,0.0,806.915,-0.74
2025-03-10 03:00:00,10.09,48.04,3.26,6.2,23.6,0.0,806.507,-0.673
2025-03-10 04:00:00,9.21,51.27,3.136,6.13,29.3,0.0,806.638,-0.632
2025-03-10 05:00:00,8.39,53.77,3.097,6.03,17.0,0.0,806.914,-0.619
2025-03-10 06:00:00,7.59,56.89,2.928,4.92,12.4,0.0,807.551,-0.603
2025-03-10 07:00:00,7.0,59.96,3.207,5.23,20.2,0.0,808.331,-0.515
2025-03-10 08:00:00,7.39,59.84,3.001,6.63,33.9,0.0,808.896,-0.456
2025-03-10 09:00:00,9.45,52.62,2.506,5.77,61.6,0.0,809.042,-0.321
2025-03-10 10:00:00,12.67,44.35,1.88,4.02,149.4,0.0,809.631,0.09
2025-03-10 11:00:00,15.99,36.53,1.884,4.23,158.5,0.0,809.84,0.382
2025-03-10 12:00:00,19.53,29.04,1.892,3.84,194.7,0.0,809.891,0.718
2025-03-10 13:00:00,24.7,22.52,2.639,6.55,181.1,0.0,813.198,1.642
2025-03-10 14:00:00,27.72,18.92,3.633,11.21,195.7,0.0,813.223,1.651
2025-03-10 15:00:00,25.82,11.81,7.554,12.98,236.3,0.0,806.801,0.745
2025-03-10 16:00:00,26.17,10.4,7.203,13.16,236.9,0.0,805.426,0.423
2025-03-10 17:00:00,25.93,9.01,7.031,12.47,244.4,0.0,804.557,0.097
2025-03-10 18:00:00,25.48,9.65,5.171,9.17,271.5,0.0,804.672,-0.212
2025-03-10 19:00:00,24.22,10.02,3.288,8.54,280.3,0.0,804.83,-0.419
2025-03-10 20:00:00,22.35,9.65,1.084,3.23,212.4,0.0,805.183,-0.496
2025-03-10 21:00:00,21.85,10.63,2.031,5.27,235.5,0.0,805.726,-0.554
2025-03-10 22:00:00,20.22,12.59,2.043,4.18,246.4,0.0,806.442,-0.587
2025-03-10 23:00:00,18.53,15.24,1.869,4.73,244.1,0.0,806.945,-0.634
2025-03-11 00:00:00,15.82,24.47,1.721,2.71,9.4,0.0,807.213,-0.706
2025-03-11 01:00:00,13.39,33.92,2.698,3.8,0.7,0.0,806.965,-0.772
2025-03-11 02:00:00,12.76,37.34,2.531,3.39,14.5,0.0,806.689,-0.758
2025-03-11 03:00:00,11.7,39.24,2.993,4.25,357.8,0.0,806.231,-0.719
2025-03-11 04:00:00,11.01,39.67,3.351,4.15,8.1,0.0,805.703,-0.693
2025-03-11 05:00:00,11.7,40.16,1.743,3.69,5.3,0.0,805.495,-0.686
2025-03-11 06:00:00,12.73,42.58,1.762,3.09,24.5,0.0,805.74,-0.708
2025-03-11 07:00:00,11.55,46.0,1.04,2.65,73.9,0.0,806.219,-0.682
2025-03-11 08:00:00,11.43,45.33,1.201,2.25,36.6,0.0,806.89,-0.607
2025-03-11 09:00:00,15.04,37.2,1.532,3.03,179.2,0.0,807.887,-0.269
2025-03-11 10:00:00,17.37,35.11,2.732,4.87,180.5,0.0,808.785,0.151
2025-03-11 11:00:00,20.6,27.64,4.603,9.66,225.3,0.0,809.022,0.431
2025-03-11 12:00:00,22.63,24.62,4.865,9.55,237.3,0.0,808.765,0.571
2025-03-11 13:00:00,23.86,16.83,5.877,10.56,230.9,0.0,807.804,0.656
2025-03-11 14:00:00,28.02,14.46,4.367,9.44,228.3,0.0,811.125,1.516
2025-03-11 15:00:00,30.39,12.21,4.291,8.36,225.3,0.0,812.168,1.641
2025-03-11 16:00:00,31.63,10.4,3.528,8.06,246.0,0.0,811.978,1.476
2025-03-11 17:00:00,31.35,9.86,3.787,8.26,254.3,0.0,811.009,1.25
2025-03-11 18:00:00,27.93,8.79,4.228,8.97,223.1,0.0,806.427,0.282
2025-03-11 19:00:00,25.04,8.54,4.792,8.37,232.4,0.0,805.22,-0.424
2025-03-11 20:00:00,22.88,10.98,1.824,5.63,276.1,0.0,805.699,-0.465
2025-03-11 21:00:00,21.43,11.75,1.221,2.89,86.6,0.0,806.127,-0.552
2025-03-11 22:00:00,21.04,11.27,1.735,3.65,120.7,0.0,806.749,-0.579
2025-03-11 23:00:00,20.1,11.58,1.435,2.53,124.2,0.0,807.148,-0.615
2025-03-12 00:00:00,17.91,14.91,1.886,3.48,138.8,0.0,807.379,-0.655
2025-03-12 01:00:00,17.12,15.83,1.339,2.41,97.8,0.0,807.259,-0.708
2025-03-12 02:00:00,17.04,13.5,0.753,2.21,135.4,0.0,806.988,-0.731
2025-03-12 03:00:00,15.88,15.13,0.739,1.64,160.4,0.0,806.764,-0.739
2025-03-12 04:00:00,14.95,17.52,1.624,2.33,146.0,0.0,806.66,-0.739
2025-03-12 05:00:00,14.15,19.09,1.779,3.03,147.2,0.0,806.576,-0.74
2025-03-12 06:00:00,13.9,20.48,1.665,2.59,174.5,0.0,807.067,-0.728
2025-03-12 07:00:00,12.53,25.1,1.663,3.48,122.2,0.0,807.774,-0.699
2025-03-12 08:00:00,13.13,24.37,1.269,2.6,122.7,0.0,808.476,-0.585
2025-03-12 09:00:00,15.88,21.48,1.776,3.66,156.8,0.0,809.381,-0.248
2025-03-12 10:00:00,18.64,21.98,2.901,5.75,178.0,0.0,810.119,0.194
2025-03-12 11:00:00,20.7,18.27,3.596,6.29,173.1,0.0,810.229,0.441
2025-03-12 12:00:00,24.33,14.29,3.072,6.82,176.0,0.0,811.839,1.102
2025-03-12 13:00:00,29.17,14.5,3.561,6.91,183.1,0.0,815.037,1.65
2025-03-12 14:00:00,31.16,12.26,4.686,12.29,246.8,0.0,814.354,1.647
2025-03-12 15:00:00,31.46,10.51,4.884,9.62,264.2,0.0,813.215,1.638
2025-03-12 16:00:00,31.13,11.02,5.337,11.2,233.7,0.0,811.556,1.434
2025-03-12 17:00:00,29.79,10.34,5.043,10.93,246.4,0.0,809.569,1.055
2025-03-12 18:00:00,27.68,9.4,4.498,8.88,247.6,0.0,806.794,0.144
2025-03-12 19:00:00,25.56,11.06,4.385,9.33,230.9,0.0,806.168,-0.404
2025-03-12 20:00:00,23.61,13.72,3.095,6.48,240.1,0.0,806.759,-0.442
2025-03-12 21:00:00,21.39,15.43,1.602,3.16,287.4,0.0,807.295,-0.507
2025-03-12 22:00:00,20.97,13.85,2.202,4.95,267.1,0.0,807.772,-0.565
2025-03-12 23:00:00,19.77,14.82,2.091,4.2,130.9,0.0,807.988,-0.605
2025-03-13 00:00:00,19.41,15.62,1.567,3.63,163.5,0.0,808.054,-0.616
2025-03-13 01:00:00,17.38,18.44,2.525,4.34,121.0,0.0,808.004,-0.654
2025-03-13 02:00:00,16.25,20.66,1.554,4.42,140.9,0.0,807.686,-0.695
2025-03-13 03:00:00,15.21,22.45,1.196,2.79,200.4,0.0,807.358,-0.74
2025-03-13 04:00:00,13.9,23.81,1.373,3.54,277.2,0.0,807.049,-0.76
2025-03-13 05:00:00,13.04,24.58,1.894,3.58,159.6,0.0,806.885,-0.742
2025-03-13 06:00:00,12.62,25.02,2.295,3.49,144.5,0.0,807.231,-0.711
2025-03-13 07:00:00,11.78,26.92,1.93,3.27,124.5,0.0,807.585,-0.688
2025-03-13 08:00:00,12.3,26.88,1.678,2.62,113.9,0.0,808.37,-0.586
